"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","dbh","hom","ExactDate","DFstatus","codes","date","status","agb","plot","census","plotID"
453854,453428,"003008","","tab1gu","1935",394.7,715.8,NA,NA,"2010-04-05","dead","D;S",18357,"D",0,"gigante2",6,157
453855,453429,"003009","","alsebl","1935",394.9,716.8,285,1.3,"2010-04-05","alive",NA,18357,"A",0.566545865931866,"gigante2",6,157
453856,453430,"003010","","tet2pa","1935",392.1,711.3,576,2.2,"2010-04-05","alive",NA,18357,"A",3.58855330302164,"gigante2",6,157
453857,453431,"003011","","alsebl","1935",398,712.8,299,1.3,"2010-04-05","alive",NA,18357,"A",0.641320067840215,"gigante2",6,157
453858,453432,"003012","","apeime","1935",395.5,701.8,631,1.3,"2010-04-05","alive",NA,18357,"A",2.16498626999827,"gigante2",6,157
453859,453433,"003013","","entesc","1936",388.1,728.6,717,1.3,"2010-04-05","alive","Q",18357,"A",7.38465849391709,"gigante2",6,157
453860,453434,"003014","","jac1co","1936",382.8,734.1,545,1.3,"2010-04-05","alive",NA,18357,"A",1.90886426323191,"gigante2",6,157
453861,453435,"003015","","beilpe","1936",395.2,732.9,225,1.3,"2010-04-05","alive",NA,18357,"A",0.327463593044606,"gigante2",6,157
453862,453436,"003016","","jac1co","1936",398.5,728.1,NA,NA,"2010-04-05","dead","D;C",18357,"D",0,"gigante2",6,157
453863,453437,"003017","","pri2co","1937",383.7,746,NA,NA,"2010-04-05","dead","D;S",18357,"D",0,"gigante2",6,157
453864,453438,"003018","","jac1co","1937",390.8,756.4,306,1.3,"2010-04-05","alive",NA,18357,"A",0.445379602853801,"gigante2",6,157
453865,453439,"003019","","zantpr","1937",392.4,755.7,NA,NA,NA,NA,NA,18357,"D",0,"gigante2",6,157
453866,453440,"003020","","jac1co","1937",393.4,755.4,416,1.3,"2010-04-05","alive",NA,18357,"A",0.974624758189214,"gigante2",6,157
453867,453441,"003628","","protte","1835",360.7,708.2,NA,NA,NA,NA,NA,18357.1739130435,"V",0,"gigante2",6,157
453868,453442,"003629","","beilpe","1835",372.1,718.7,NA,NA,"2010-04-05","dead","D;C",18357,"D",0,"gigante2",6,157
453869,453443,"003630","","alsebl","1835",377.1,712.5,276,1.3,"2010-04-05","alive",NA,18357,"A",0.52134356357833,"gigante2",6,157
453870,453444,"003631","","tet2pa","1835",374.2,711.5,283,1.3,"2010-04-05","alive",NA,18357,"A",0.597537511092169,"gigante2",6,157
453871,453445,"003632","","copaar","1835",374.2,706.6,423,1.3,"2010-04-05","alive",NA,18357,"A",1.7971406600329,"gigante2",6,157
453872,453446,"003633","","entesc","1836",364.8,721.6,NA,NA,NA,NA,NA,18357.1290322581,"D",0,"gigante2",6,157
453873,453447,"003634","","beilpe","1836",364.7,728.2,NA,NA,NA,NA,NA,18357.1290322581,"D",0,"gigante2",6,157
453874,453448,"003635","","dialgu","1836",365.5,734.7,NA,NA,"2010-04-05","dead","D;C",18357,"D",0,"gigante2",6,157
453875,453449,"003636","","pse2sp","1836",374.2,721,NA,NA,"2010-04-05","dead","D;S",18357,"D",0,"gigante2",6,157
453876,453450,"003637","","jac1co","1837",378.5,755.4,536,1.3,"2010-04-05","alive",NA,18357,"A",1.83231761306293,"gigante2",6,157
453877,453451,"003638","","guetfo","1837",373.6,755.7,205,1.3,"2010-04-05","alive",NA,18357,"A",0.324299850164716,"gigante2",6,157
453878,453452,"003639","","drypst","1837",371.9,752.5,216,1.3,"2010-04-05","alive",NA,18357,"A",0.346291874182418,"gigante2",6,157
453879,453453,"003640","","heisco","1837",369,752.2,NA,NA,"2010-04-05","dead","D;S",18357,"D",0,"gigante2",6,157
453880,453454,"003641","","ficuma","1837",377.1,751.5,379,1.3,"2010-04-05","alive",NA,18357,"A",0.791622848947018,"gigante2",6,157
453881,453455,"003642","","alsebl","1837",372.3,746.1,237,1.3,"2010-04-05","alive",NA,18357,"A",0.35062217553445,"gigante2",6,157
453882,453456,"003643","","sloazu","1838",366,760.3,NA,NA,NA,NA,NA,18357.08,"V",0,"gigante2",6,157
453883,453457,"003644","","vataer","1838",362.5,772.5,230,1.3,"2010-04-05","alive",NA,18357,"A",0.407822978890981,"gigante2",6,157
453884,453458,"003645","","virose","1838",371.6,773.2,450,3,"2010-04-07","alive","B;cylY",18359,"A",1.50781274589228,"gigante2",6,157
453885,453459,"003646","","calolo","1838",375.8,763.4,560,1.3,"2010-04-05","alive",NA,18357,"A",3.15350576769999,"gigante2",6,157
453886,453460,"003647","","vataer","1839",369.5,788.3,546,3.14,"2010-04-07","alive","B;cylY",18359,"A",3.68712767308286,"gigante2",6,157
453887,453461,"003648","","annosp","1839",361.2,798.7,239,1.3,"2010-04-05","alive",NA,18357,"A",0.373786632773287,"gigante2",6,157
453888,453462,"003649","","dialgu","1839",361.5,799.4,204,1.3,"2010-04-05","alive",NA,18357,"A",0.395749142216299,"gigante2",6,157
453889,453463,"003913","","beilpe","1635",323.1,704.1,414,1.3,"2010-04-05","alive",NA,18357,"A",1.57473357808152,"gigante2",6,157
453890,453464,"003914","","cecrin","1635",327,705.4,353,1.6,"2010-04-05","alive",NA,18357,"A",0.581804837059718,"gigante2",6,157
453891,453465,"003915","","pourbi","1635",325.8,710.3,435,2.94,"2010-04-07","alive","B;cylN",18359,"A",1.09825180053595,"gigante2",6,157
453892,453466,"003916","","prottr","1635",331.8,719.1,NA,NA,NA,NA,NA,18357.0909090909,"D",0,"gigante2",6,157
453893,453467,"003917","","simaam","1635",337.2,716.5,505,1.3,"2010-04-05","alive",NA,18357,"A",1.73508200736973,"gigante2",6,157
453894,453468,"003918","","protte","1635",333,713.3,NA,NA,NA,NA,NA,18357.0909090909,"V",0,"gigante2",6,157
453895,453469,"003919","","simaam","1635",328.6,705.9,315,1.3,"2010-04-05","alive",NA,18357,"A",0.526398192504109,"gigante2",6,157
453896,453470,"003920","","buchca","1635",333.8,701.6,NA,NA,"2010-04-05","dead","D;C",18357,"D",0,"gigante2",6,157
453897,453471,"003921","","zantbe","1636",322,733.1,500,1.3,"2010-04-06","alive",NA,18358,"A",2.68199643711589,"gigante2",6,157
453898,453472,"003922","","tri2tu","1636",330.7,738.5,243,1.3,"2010-04-06","alive",NA,18358,"A",0.438179793061424,"gigante2",6,157
453899,453473,"003923","","pri2co","1636",331.5,730.7,747,1.3,"2010-04-06","alive",NA,18358,"A",4.81585985309555,"gigante2",6,157
453900,453474,"003924","","lindla","1637",334.55,757.17,291,1.3,"2010-04-06","alive",NA,18358,"A",0.624695398972555,"gigante2",6,157
453901,453475,"003925","","cordbi","1637",337.8,754.2,205,1.3,"2010-04-06","alive",NA,18358,"A",0.212423970859377,"gigante2",6,157
453902,453476,"003926","","tet2pa","1637",337.4,748.9,329,1.3,"2010-04-06","alive",NA,18358,"A",0.881031719876948,"gigante2",6,157
453903,453477,"003927","","alsebl","1638",323.7,765.6,NA,NA,NA,NA,NA,18357,"D",0,"gigante2",6,157
453904,453478,"003928","","heisco","1638",323.2,769.1,317,1.3,"2010-04-05","alive",NA,18357,"A",0.890240359016072,"gigante2",6,157
453905,453479,"003929","","copaar","1638",328.7,771.7,559,1.3,"2010-04-05","alive",NA,18357,"A",3.59157750027839,"gigante2",6,157
453906,453480,"003930","","aspicr","1638",338.1,765.6,749,1.3,"2010-04-05","alive",NA,18357,"A",8.76299249394394,"gigante2",6,157
453907,453481,"003931","","tet2pa","1639",320.5,789.3,NA,NA,NA,NA,NA,18358,"D",0,"gigante2",6,157
453908,453482,"003932","","virosp","1639",326.7,792.6,392,1.3,"2010-04-06","alive",NA,18358,"A",1.09551336885649,"gigante2",6,157
453909,453483,"003933","","luehse","1639",331.9,796.8,300,1.3,"2010-04-06","alive",NA,18358,"A",0.50325599692611,"gigante2",6,157
453910,453484,"003934","","tratas","1639",333.3,788.7,NA,NA,"2010-04-06","dead","D;S",18358,"D",0,"gigante2",6,157
453911,453485,"003935","","pri2co","1639",330.4,780.4,649,1.3,"2010-04-06","alive",NA,18358,"A",3.4427106072252,"gigante2",6,157
453912,453486,"004101","","alsebl","1839",376,794,228,1.3,"2010-04-05","alive",NA,18357,"A",0.316850202179672,"gigante2",6,157
453913,453487,"004102","","pit1ba","1839",371.3,786.4,260,1.3,"2010-04-05","alive",NA,18357,"A",0.47203434078078,"gigante2",6,157
453914,453488,"004103","","protte","1839",371.7,781.8,NA,NA,NA,NA,NA,18357.1111111111,"D",0,"gigante2",6,157
453915,453489,"004104","","pri2co","1739",340.4,782.9,1103,1.3,"2010-04-06","alive",NA,18358,"A",11.8020155595574,"gigante2",6,157
453916,453490,"004105","","pochse","1739",345.9,784.3,455,1.3,"2010-04-06","alive",NA,18358,"A",1.46175135357283,"gigante2",6,157
453917,453491,"004106","","sponra","1739",342.9,787.9,225,1.3,"2010-04-06","alive",NA,18358,"A",0.245903741928171,"gigante2",6,157
453918,453492,"004108","","heisco","1739",340.2,797.3,236,1.3,"2010-04-06","alive",NA,18358,"A",0.414051407395287,"gigante2",6,157
453919,453493,"004109","","annosp","1739",357.4,796.7,NA,NA,NA,NA,NA,18358,"D",0,"gigante2",6,157
453920,453494,"004110","","loncla","1739",358.1,793.5,309,1.7,"2010-04-06","alive",NA,18358,"A",0.894442887791986,"gigante2",6,157
453921,453495,"004111","","alsebl","1738",343.5,766.7,471,1.3,"2010-04-06","alive",NA,18358,"A",2.03353056531048,"gigante2",6,157
453922,453496,"004112","","drypst","1738",341.7,772.6,NA,NA,"2010-04-06","dead","D;S",18358,"D",0,"gigante2",6,157
453923,453497,"004113","","licapl","1738",354.3,777.9,459,1.3,"2010-04-06","alive",NA,18358,"A",2.77608378740198,"gigante2",6,157
453924,453498,"004114","","pri2co","1738",354.4,775.4,1315,1.3,"2010-04-06","alive",NA,18358,"A",17.3635336644089,"gigante2",6,157
453925,453499,"004115","","tachve","1738",358.9,771.4,572,3.5,"2010-04-07","alive","B;cylN",18359,"A",3.41530386013009,"gigante2",6,157
453926,453500,"004116","","heisco","1738",355.6,769.1,217,1.3,"2010-04-06","alive",NA,18358,"A",0.332339590946325,"gigante2",6,157
453927,453501,"004117","","tab1gu","1738",355.9,761.5,296,1.3,"2010-04-06","alive",NA,18358,"A",0.720993073083915,"gigante2",6,157
453928,453502,"004118","","drypst","1737",340.3,749.1,248,1.3,"2010-04-06","alive",NA,18358,"A",0.497077747148457,"gigante2",6,157
453929,453503,"004119","","tachve","1737",344.4,749.6,772,4.8,"2010-04-07","alive","B;cylY",18359,"A",7.01423232796353,"gigante2",6,157
453930,453504,"004120","","tab1gu","1737",346.5,759.5,215,1.3,"2010-04-06","alive",NA,18358,"A",0.31345804928703,"gigante2",6,157
453931,453505,"004121","","casear","1737",351.5,750.4,NA,NA,NA,NA,NA,18358.0041322314,"D",0,"gigante2",6,157
453932,453506,"004122","","tet2pa","1737",351,744.5,NA,NA,NA,NA,NA,18358.0041322314,"D",0,"gigante2",6,157
453933,453507,"004123","","micoar","1736",349,725.9,315,1.3,"2010-04-06","alive",NA,18358,"A",0.806068316295683,"gigante2",6,157
453934,453508,"004124","","virosu","1736",342.9,729.3,339,2.17,"2010-04-07","alive","B;cylY",18359,"A",0.781590938439804,"gigante2",6,157
453935,453509,"004125","","laetpr","1736",342.3,739.2,509,1.3,"2010-04-06","alive",NA,18358,"A",2.97724521804918,"gigante2",6,157
453936,453510,"004126","","gar2ma","1736",348.1,738.7,249,1.3,"2010-04-06","alive",NA,18358,"A",0.54077150098989,"gigante2",6,157
453937,453511,"004127","","jac1co","1736",353.3,735.4,481,1.3,"2010-04-06","alive",NA,18358,"A",1.40182561924578,"gigante2",6,157
453938,453512,"004128","","dialgu","1735",342.2,702.9,344,3.04,"2010-04-07","alive","B;cylN",18359,"A",1.5376915185865,"gigante2",6,157
453939,453513,"004129","","alsebl","1735",340.2,703.5,312,1.3,"2010-04-05","alive",NA,18357,"A",0.715690190775193,"gigante2",6,157
453940,453514,"004130","","pri2co","1735",349.2,708.6,NA,NA,NA,NA,NA,18357.0526315789,"D",0,"gigante2",6,157
453941,453515,"005551","","oenoma","1636",320.9,728.6,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453942,453516,"005552","","simaam","1636",324,731,309,1.3,"2010-04-06","alive",NA,18358,"A",0.5009700701696,"gigante2",6,157
453943,453517,"005553","","nectpu","1636",323.9,734,165,1.3,"2010-04-06","alive",NA,18358,"A",0.140876666580584,"gigante2",6,157
453944,453518,"005554","","heisco","1636",329.2,731.4,187,1.3,"2010-04-06","alive",NA,18358,"A",0.224687963089534,"gigante2",6,157
453945,453519,"005555","","apeime","1636",328.3,728.2,183,1.3,"2010-04-06","alive",NA,18358,"A",0.0922974541489944,"gigante2",6,157
453946,453520,"005556","","simaam","1636",329.4,724.6,185,1.3,"2010-04-06","alive",NA,18358,"A",0.131262054838115,"gigante2",6,157
453947,453521,"005557","","simaam","1636",326.5,721.1,218,1.3,"2010-04-06","alive",NA,18358,"A",0.202161454771127,"gigante2",6,157
453948,453522,"005558","","licahy","1636",333.2,727.3,127,1.3,"2010-04-06","alive",NA,18358,"A",0.114497026177436,"gigante2",6,157
453949,453523,"005559","","oenoma","1636",330.6,737.9,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453950,453524,"005560","","nect3","1636",339.3,729.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453951,453525,"005561","","oenoma","1636",339.3,720.7,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453952,453526,"005562","","oenoma","1637",324.2,740.6,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453953,453527,"005563","","pse2sp","1637",323.2,742.5,NA,NA,"2010-04-06","dead","D;S",18358,"D",0,"gigante2",6,157
453954,453528,"005564","","pse2sp","1637",321.3,742.8,148,1.3,"2010-04-06","alive",NA,18358,"A",0.127644597265109,"gigante2",6,157
453955,453529,"005565","","oenoma","1637",320.2,752.1,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453956,453530,"005566","","oenoma","1637",321.4,758.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453957,453531,"005567","","oenoma","1637",328.6,751.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453958,453532,"005568","","oenoma","1637",328.5,746.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453959,453533,"005569","","maytsc","1637",328.6,742.3,127,1.3,"2010-04-06","alive",NA,18358,"A",0.089450297752943,"gigante2",6,157
453960,453534,"005570","","heisco","1737",344.1,759.3,138,1.3,"2010-04-06","alive",NA,18358,"A",0.100526666521087,"gigante2",6,157
453961,453535,"005571","","tet2pa","1737",349.4,756.4,223,1.3,"2010-04-06","alive",NA,18358,"A",0.321127361518329,"gigante2",6,157
453962,453536,"005572","","oenoma","1737",354.1,741.3,NA,NA,NA,NA,NA,18358.0041322314,"V",0,"gigante2",6,157
453963,453537,"005573","","coccpa","1737",354.4,745.4,NA,NA,NA,NA,NA,18358.0041322314,"V",0,"gigante2",6,157
453964,453538,"005574","","sloazu","1737",357.2,751.7,NA,NA,NA,NA,NA,18358.0041322314,"V",0,"gigante2",6,157
453965,453539,"005575","","oenoma","1737",359.1,749.3,NA,NA,NA,NA,NA,18358.0041322314,"V",0,"gigante2",6,157
453966,453540,"005576","","drypst","1736",341.8,736.4,189,1.3,"2010-04-06","alive",NA,18358,"A",0.243717706892712,"gigante2",6,157
453967,453541,"005577","","sloazu","1736",340.5,739.5,NA,NA,NA,NA,NA,18358.0053763441,"V",0,"gigante2",6,157
453968,453542,"005578","","aspicr","1736",349.2,732.8,163,1.3,"2010-04-06","alive",NA,18358,"A",0.18262237216623,"gigante2",6,157
453969,453543,"005579","","oenoma","1736",346.4,725.3,NA,NA,NA,NA,NA,18358.0053763441,"V",0,"gigante2",6,157
453970,453544,"005580","","beilpe","1736",345.6,726.1,NA,NA,NA,NA,NA,18358.0053763441,"D",0,"gigante2",6,157
453971,453545,"005581","","dialgu","1736",346.1,720.6,210,1.3,"2010-04-06","alive",NA,18358,"A",0.427080770950778,"gigante2",6,157
453972,453546,"005582","","cordbi","1736",349.4,721.2,185,1.3,"2010-04-06","alive",NA,18358,"A",0.162096999160532,"gigante2",6,157
453973,453547,"005583","","dio2ar","1736",354,728.4,14,1.3,"2010-04-06","alive",NA,18358,"A",0.000328084049457875,"gigante2",6,157
453974,453548,"005584","","pourbi","1736",354.5,729.4,NA,NA,"2010-04-06","dead","D;C",18358,"D",0,"gigante2",6,157
453975,453549,"005585","","heisco","1736",354.4,738.6,NA,NA,"2010-04-06","dead","D;C",18358,"D",0,"gigante2",6,157
453976,453550,"005586","","ormocr","1736",355.7,736.1,106,1.3,"2010-04-06","alive",NA,18358,"A",0.048720398481506,"gigante2",6,157
453977,453551,"005587","","socrex","1736",359.6,736.1,NA,NA,"2010-04-06","dead","D;S",18358,"D",0,"gigante2",6,157
453978,453552,"005589","","perexa","1736",359.3,724.1,NA,NA,NA,NA,NA,18358.0053763441,"D",0,"gigante2",6,157
453979,453553,"011138","","protsp","1636",331.4,734,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453980,453554,"011139","","loncla","1636",331.9,734.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453981,453555,"011140","","oenoma","1636",334.5,734.5,NA,NA,NA,NA,NA,18358,"G",0,"gigante2",6,157
453982,453556,"011141","","pterro","1636",334.2,733.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453983,453557,"011142","","heisco","1636",333.5,733.7,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453984,453558,"011143","","ingago","1636",333.4,733.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453985,453559,"011144","","heisco","1636",334.5,732.9,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453986,453560,"011145","","heisac","1636",334.3,733.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453987,453561,"011146","","tab1gu","1636",334.6,733.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453988,453562,"011147","","dialgu","1636",333.7,731.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453989,453563,"011148","","heisco","1636",334.3,739.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453990,453564,"011149","","hirtra","1637",333.3,741,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453991,453565,"011150","","soroaf","1637",332.5,740.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453992,453566,"011151","","laciag","1637",332.2,741,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453993,453567,"011152","","myr2fl","1637",330.9,740.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453994,453568,"011153","","heisco","1637",332,743.9,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453995,453569,"011154","","quasam","1637",332,744.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453996,453570,"011155","","heisco","1637",332.9,742.7,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453997,453571,"011156","","malmsp","1637",333.4,742,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453998,453572,"011157","","hirtra","1637",333.9,741,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
453999,453573,"011158","","heisco","1637",333.6,741.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454000,453574,"011159","","alsebl","1637",334,741.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454001,453575,"011160","","perexa","1637",334.3,741.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454002,453576,"011161","","bactc2","1637",334.6,745.2,NA,NA,NA,NA,NA,18358,"G",0,"gigante2",6,157
454003,453577,"011162","","hirtra","1637",334.3,745.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454004,453578,"011163","","heisco","1637",334.2,746.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454005,453579,"011164","","dialgu","1637",331.9,746.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454006,453580,"011165","","des2pa","1637",331.4,747,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454007,453581,"011166","","hirttr","1637",333.8,748.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454008,453582,"011167","","guarsp","1637",334.4,748.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454009,453583,"011168","","protsp","1637",334.3,749,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454010,453584,"011169","","dialgu","1637",333.9,749,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454011,453585,"011170","","swars2","1637",333.8,749.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454012,453586,"011171","","perexa","1637",334.6,749.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454013,453587,"011172","","heisco","1637",332.5,749.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454014,453588,"011173","","ingaum","1637",331.2,749.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454015,453589,"011174","","laciag","1637",337,749.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454016,453590,"011175","","malmsp","1637",338.3,749.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454017,453591,"011176","","mabeoc","1637",338.6,749.6,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454018,453592,"011177","","hirttr","1637",339.1,749.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454019,453593,"011178","","poutre","1637",337.9,748.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454020,453594,"011180","","soroaf","1637",337.5,748.5,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454021,453595,"011181","","crospa","1637",335.3,747.7,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454022,453596,"011182","","heisco","1637",335.4,747.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454023,453597,"011183","","oxanpa","1637",337.6,745.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454024,453598,"011184","","soroaf","1637",337.2,745.9,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454025,453599,"011185","","pterro","1637",338.2,745.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454026,453600,"011186","","tet2pa","1637",338.7,744.7,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454027,453601,"011187","","laciag","1637",339.7,744.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454028,453602,"011188","","heisco","1637",337.3,744.1,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454029,453603,"011189","","mabeoc","1636",339.7,739.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454030,453604,"011190","","sloazu","1636",339.5,739.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454031,453605,"011191","","protpa","1636",338,738.2,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454032,453606,"011192","","tet2pa","1636",337.4,737.8,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454033,453607,"011193","","oenoma","1636",339.6,735.3,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454034,453608,"011194","","heisco","1636",335.6,734,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454035,453609,"011195","","beilpe","1636",335.6,732.1,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454036,453610,"011196","","tet2pa","1636",336.9,731.6,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454037,453611,"011197","","swars2","1636",335.3,730.4,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454038,453612,"011198","","alsebl","1636",338.9,730.9,NA,NA,NA,NA,NA,18358,"V",0,"gigante2",6,157
454039,453613,"011199","","swars2","1736",340.3,730.9,NA,NA,NA,NA,NA,18358.0053763441,"V",0,"gigante2",6,157
454040,453614,"011200","","pipecu","1736",342.5,730.3,NA,NA,NA,NA,NA,18358.0053763441,"V",0,"gigante2",6,157
